log_file,experiment,setting,algorithm,is_rerun,mode,task,optimizer,p,hidden_width,alpha,seed,num_clients,local_epochs,fraction_train,partition,dirichlet_alpha,proximal_mu,server_lr,tau,weight_decay,t_grok,t_50,final_acc,grokked,censored,history_path
exp2_a0.3_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.3,456,,,,,,,,,,13300.0,11500.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.3_s456.json
exp2_a0.3_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.003092783505154639,42,,,,,,,,,,inf,inf,0.7,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.003092783505154639_s42.json
exp2_a0.3_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.003092783505154639,123,,,,,,,,,,inf,inf,0.6,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.003092783505154639_s123.json
exp2_a0.3_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.003092783505154639,456,,,,,,,,,,inf,inf,0.6,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.003092783505154639_s456.json
exp2_a0.3_K97.log,exp2,,,False,federated,addition,gd,97,256,0.3,42,97,5,1.0,iid,,,,,,24610.0,18795.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.3_K97_le5_ft1.0_iid_s42.json
exp2_a0.3_K97.log,exp2,,,False,federated,addition,gd,97,256,0.3,123,97,5,1.0,iid,,,,,,27770.0,20230.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.3_K97_le5_ft1.0_iid_s123.json
exp2_a0.3_K97.log,exp2,,,False,federated,addition,gd,97,256,0.3,456,97,5,1.0,iid,,,,,,29885.0,22485.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.3_K97_le5_ft1.0_iid_s456.json
exp2_a0.50_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.50_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.50_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.50_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.05,42,,,,,,,,,,inf,inf,0.1,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.05_s42.json
exp2_a0.50_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.05,123,,,,,,,,,,inf,inf,0.1,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.05_s123.json
exp2_a0.50_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.05,456,,,,,,,,,,inf,inf,0.0,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.05_s456.json
exp2_a0.50_K2.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.50_K2.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.50_K2.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.50_K2.log,exp2,,,False,centralized,addition,gd,97,256,0.25,42,,,,,,,,,,23200.0,19000.0,100.0,True,False,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.25_s42.json
exp2_a0.50_K2.log,exp2,,,False,centralized,addition,gd,97,256,0.25,123,,,,,,,,,,25300.0,20400.0,100.0,True,False,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.25_s123.json
exp2_a0.50_K2.log,exp2,,,False,centralized,addition,gd,97,256,0.25,456,,,,,,,,,,26900.0,21200.0,100.0,True,False,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.25_s456.json
exp2_a0.50_K2.log,exp2,,,False,federated,addition,gd,97,256,0.5,42,2,5,1.0,iid,,,,,,7560.0,6770.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K2_le5_ft1.0_iid_s42.json
exp2_a0.50_K2.log,exp2,,,False,federated,addition,gd,97,256,0.5,123,2,5,1.0,iid,,,,,,7570.0,6775.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K2_le5_ft1.0_iid_s123.json
exp2_a0.50_K2.log,exp2,,,False,federated,addition,gd,97,256,0.5,456,2,5,1.0,iid,,,,,,7765.0,6950.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K2_le5_ft1.0_iid_s456.json
exp2_a0.50_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.50_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.50_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.50_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.025,42,,,,,,,,,,inf,inf,0.0,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.025_s42.json
exp2_a0.50_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.025,123,,,,,,,,,,inf,inf,0.0,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.025_s123.json
exp2_a0.50_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.025,456,,,,,,,,,,inf,inf,0.0,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.025_s456.json
exp2_a0.50_K5.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.50_K5.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.50_K5.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.50_K5.log,exp2,,,False,centralized,addition,gd,97,256,0.1,42,,,,,,,,,,inf,inf,0.4,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.1_s42.json
exp2_a0.50_K5.log,exp2,,,False,centralized,addition,gd,97,256,0.1,123,,,,,,,,,,inf,inf,0.4,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.1_s123.json
exp2_a0.50_K5.log,exp2,,,False,centralized,addition,gd,97,256,0.1,456,,,,,,,,,,inf,inf,0.5,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.1_s456.json
exp2_a0.50_K5.log,exp2,,,False,federated,addition,gd,97,256,0.5,42,5,5,1.0,iid,,,,,,7565.0,6770.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K5_le5_ft1.0_iid_s42.json
exp2_a0.50_K5.log,exp2,,,False,federated,addition,gd,97,256,0.5,123,5,5,1.0,iid,,,,,,7580.0,6775.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K5_le5_ft1.0_iid_s123.json
exp2_a0.50_K5.log,exp2,,,False,federated,addition,gd,97,256,0.5,456,5,5,1.0,iid,,,,,,7775.0,6950.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K5_le5_ft1.0_iid_s456.json
exp2_a0.50_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.50_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.50_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.50_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.01,42,,,,,,,,,,inf,inf,0.1,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.01_s42.json
exp2_a0.50_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.01,123,,,,,,,,,,inf,inf,0.2,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.01_s123.json
exp2_a0.50_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.01,456,,,,,,,,,,inf,inf,0.2,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.01_s456.json
exp2_a0.50_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.50_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.50_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.50_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.005154639175257732,42,,,,,,,,,,inf,inf,0.4,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.005154639175257732_s42.json
exp2_a0.50_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.005154639175257732,123,,,,,,,,,,inf,inf,0.5,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.005154639175257732_s123.json
exp2_a0.50_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.005154639175257732,456,,,,,,,,,,inf,inf,0.5,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.005154639175257732_s456.json
exp2_a0.5_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.5_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.5_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.5_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.05,42,,,,,,,,,,inf,inf,0.1,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.05_s42.json
exp2_a0.5_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.05,123,,,,,,,,,,inf,inf,0.1,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.05_s123.json
exp2_a0.5_K10.log,exp2,,,False,centralized,addition,gd,97,256,0.05,456,,,,,,,,,,inf,inf,0.0,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.05_s456.json
exp2_a0.5_K10.log,exp2,,,False,federated,addition,gd,97,256,0.5,42,10,5,1.0,iid,,,,,,7570.0,6775.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K10_le5_ft1.0_iid_s42.json
exp2_a0.5_K10.log,exp2,,,False,federated,addition,gd,97,256,0.5,123,10,5,1.0,iid,,,,,,7575.0,6775.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K10_le5_ft1.0_iid_s123.json
exp2_a0.5_K10.log,exp2,,,False,federated,addition,gd,97,256,0.5,456,10,5,1.0,iid,,,,,,7780.0,6955.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K10_le5_ft1.0_iid_s456.json
exp2_a0.5_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.5_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.5_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.5_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.025,42,,,,,,,,,,inf,inf,0.0,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.025_s42.json
exp2_a0.5_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.025,123,,,,,,,,,,inf,inf,0.0,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.025_s123.json
exp2_a0.5_K20.log,exp2,,,False,centralized,addition,gd,97,256,0.025,456,,,,,,,,,,inf,inf,0.0,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.025_s456.json
exp2_a0.5_K20.log,exp2,,,False,federated,addition,gd,97,256,0.5,42,20,5,1.0,iid,,,,,,7585.0,6785.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K20_le5_ft1.0_iid_s42.json
exp2_a0.5_K20.log,exp2,,,False,federated,addition,gd,97,256,0.5,123,20,5,1.0,iid,,,,,,7590.0,6790.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K20_le5_ft1.0_iid_s123.json
exp2_a0.5_K20.log,exp2,,,False,federated,addition,gd,97,256,0.5,456,20,5,1.0,iid,,,,,,7795.0,6970.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K20_le5_ft1.0_iid_s456.json
exp2_a0.5_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.5_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.5_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.5_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.01,42,,,,,,,,,,inf,inf,0.1,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.01_s42.json
exp2_a0.5_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.01,123,,,,,,,,,,inf,inf,0.2,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.01_s123.json
exp2_a0.5_K50.log,exp2,,,False,centralized,addition,gd,97,256,0.01,456,,,,,,,,,,inf,inf,0.2,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.01_s456.json
exp2_a0.5_K50.log,exp2,,,False,federated,addition,gd,97,256,0.5,42,50,5,1.0,iid,,,,,,7660.0,6830.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K50_le5_ft1.0_iid_s42.json
exp2_a0.5_K50.log,exp2,,,False,federated,addition,gd,97,256,0.5,123,50,5,1.0,iid,,,,,,7665.0,6840.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K50_le5_ft1.0_iid_s123.json
exp2_a0.5_K50.log,exp2,,,False,federated,addition,gd,97,256,0.5,456,50,5,1.0,iid,,,,,,7885.0,7030.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K50_le5_ft1.0_iid_s456.json
exp2_a0.5_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.5,42,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s42.json
exp2_a0.5_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.5,123,,,,,,,,,,7600.0,6800.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s123.json
exp2_a0.5_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.5,456,,,,,,,,,,7800.0,7000.0,100.0,True,False,results/exp2_aggregation/cent_full/history_addition_gd_p97_N256_a0.5_s456.json
exp2_a0.5_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.005154639175257732,42,,,,,,,,,,inf,inf,0.4,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.005154639175257732_s42.json
exp2_a0.5_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.005154639175257732,123,,,,,,,,,,inf,inf,0.5,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.005154639175257732_s123.json
exp2_a0.5_K97.log,exp2,,,False,centralized,addition,gd,97,256,0.005154639175257732,456,,,,,,,,,,inf,inf,0.5,False,True,results/exp2_aggregation/cent_reduced/history_addition_gd_p97_N256_a0.005154639175257732_s456.json
exp2_a0.5_K97.log,exp2,,,False,federated,addition,gd,97,256,0.5,42,97,5,1.0,iid,,,,,,7845.0,6975.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K97_le5_ft1.0_iid_s42.json
exp2_a0.5_K97.log,exp2,,,False,federated,addition,gd,97,256,0.5,123,97,5,1.0,iid,,,,,,7870.0,6975.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K97_le5_ft1.0_iid_s123.json
exp2_a0.5_K97.log,exp2,,,False,federated,addition,gd,97,256,0.5,456,97,5,1.0,iid,,,,,,8120.0,7190.0,100.0,True,False,results/exp2_aggregation/fl_iid/history_fed_addition_gd_p97_N256_a0.5_K97_le5_ft1.0_iid_s456.json
exp3a_a0.25_dir0.01.log,exp3a,,,False,federated,addition,gd,97,256,0.25,42,10,5,1.0,dirichlet,0.01,,,,,35370.0,25350.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.01_s42.json
exp3a_a0.25_dir0.01.log,exp3a,,,False,federated,addition,gd,97,256,0.25,123,10,5,1.0,dirichlet,0.01,,,,,35940.0,26730.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.01_s123.json
exp3a_a0.25_dir0.01.log,exp3a,,,False,federated,addition,gd,97,256,0.25,456,10,5,1.0,dirichlet,0.01,,,,,38605.0,29000.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.01_s456.json
exp3a_a0.25_dir0.1.log,exp3a,,,False,federated,addition,gd,97,256,0.25,42,10,5,1.0,dirichlet,0.1,,,,,25610.0,20485.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.1_s42.json
exp3a_a0.25_dir0.1.log,exp3a,,,False,federated,addition,gd,97,256,0.25,123,10,5,1.0,dirichlet,0.1,,,,,31465.0,25080.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.1_s123.json
exp3a_a0.25_dir0.1.log,exp3a,,,False,federated,addition,gd,97,256,0.25,456,10,5,1.0,dirichlet,0.1,,,,,31415.0,24560.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.1_s456.json
exp3a_a0.25_dir0.5.log,exp3a,,,False,federated,addition,gd,97,256,0.25,42,10,5,1.0,dirichlet,0.5,,,,,24880.0,20275.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.5_s42.json
exp3a_a0.25_dir0.5.log,exp3a,,,False,federated,addition,gd,97,256,0.25,123,10,5,1.0,dirichlet,0.5,,,,,27090.0,21630.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.5_s123.json
exp3a_a0.25_dir0.5.log,exp3a,,,False,federated,addition,gd,97,256,0.25,456,10,5,1.0,dirichlet,0.5,,,,,29875.0,23195.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir0.5_s456.json
exp3a_a0.25_dir1.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,42,10,5,1.0,dirichlet,1.0,,,,,24680.0,20490.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir1.0_s42.json
exp3a_a0.25_dir1.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,123,10,5,1.0,dirichlet,1.0,,,,,26995.0,21545.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir1.0_s123.json
exp3a_a0.25_dir1.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,456,10,5,1.0,dirichlet,1.0,,,,,29055.0,22760.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir1.0_s456.json
exp3a_a0.25_dir10.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,42,10,5,1.0,dirichlet,10.0,,,,,24990.0,20345.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir10.0_s42.json
exp3a_a0.25_dir10.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,123,10,5,1.0,dirichlet,10.0,,,,,26470.0,21330.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir10.0_s123.json
exp3a_a0.25_dir10.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,456,10,5,1.0,dirichlet,10.0,,,,,28840.0,22690.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir10.0_s456.json
exp3a_a0.25_dir1000.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,42,10,5,1.0,dirichlet,1000.0,,,,,24675.0,20265.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir1000.0_s42.json
exp3a_a0.25_dir1000.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,123,10,5,1.0,dirichlet,1000.0,,,,,26730.0,21555.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir1000.0_s123.json
exp3a_a0.25_dir1000.0.log,exp3a,,,False,federated,addition,gd,97,256,0.25,456,10,5,1.0,dirichlet,1000.0,,,,,28770.0,22435.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.25_K10_le5_ft1.0_dirichlet_dir1000.0_s456.json
exp3a_a0.30_dir0.01.log,exp3a,,,False,federated,addition,gd,97,256,0.3,42,10,5,1.0,dirichlet,0.01,,,,,14030.0,11635.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.3_K10_le5_ft1.0_dirichlet_dir0.01_s42.json
exp3a_a0.30_dir0.01.log,exp3a,,,False,federated,addition,gd,97,256,0.3,123,10,5,1.0,dirichlet,0.01,,,,,13910.0,11495.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.3_K10_le5_ft1.0_dirichlet_dir0.01_s123.json
exp3a_a0.30_dir0.01.log,exp3a,,,False,federated,addition,gd,97,256,0.3,456,10,5,1.0,dirichlet,0.01,,,,,15405.0,12665.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.3_K10_le5_ft1.0_dirichlet_dir0.01_s456.json
exp3a_a0.30_dir0.1.log,exp3a,,,False,federated,addition,gd,97,256,0.3,42,10,5,1.0,dirichlet,0.1,,,,,13395.0,11210.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.3_K10_le5_ft1.0_dirichlet_dir0.1_s42.json
exp3a_a0.30_dir0.1.log,exp3a,,,False,federated,addition,gd,97,256,0.3,123,10,5,1.0,dirichlet,0.1,,,,,13300.0,11140.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.3_K10_le5_ft1.0_dirichlet_dir0.1_s123.json
exp3a_a0.30_dir0.1.log,exp3a,,,False,federated,addition,gd,97,256,0.3,456,10,5,1.0,dirichlet,0.1,,,,,14375.0,12245.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.3_K10_le5_ft1.0_dirichlet_dir0.1_s456.json
exp3a_a0.30_dir0.5.log,exp3a,,,False,federated,addition,gd,97,256,0.3,42,10,5,1.0,dirichlet,0.5,,,,,12905.0,10880.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.3_K10_le5_ft1.0_dirichlet_dir0.5_s42.json
exp3a_a0.30_dir0.5.log,exp3a,,,False,federated,addition,gd,97,256,0.3,123,10,5,1.0,dirichlet,0.5,,,,,12970.0,10815.0,100.0,True,False,results/exp3_heterogeneity/exp3a/history_fed_addition_gd_p97_N256_a0.3_K10_le5_ft1.0_dirichlet_dir0.5_s123.json
