id,mode,tier,group,experiment,setup,dataset,model,loss,group_n,coset_subgroup,task,optimizer,p,hidden_width,n_layers,activation,init_scale,batch_size,n_train,n_test,alpha,seed,num_clients,local_epochs,num_rounds,fraction_train,partition,dirichlet_alpha,proximal_mu,strategy,server_lr,server_momentum,tau,eval_every,checkpoint_every,epochs,log_every,momentum,lr,weight_decay,grok_threshold,t_grok,t_50,final_acc,final_train_acc,final_ipr,grokked,censored,steps_run,wall_s,checkpoint_client_weights,feddyn_alpha,persist_local_opt_state,schema
fede_addition_740a0215ae74,federated,S2,fl_probe,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,inf,0.36916881799697876,3.60313318669796,nan,False,True,10000.0,1091.2,,,,
fede_addition_74deb61f3749,federated,S2,fl_probe,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,10,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,6400.0,6200.0,100.0,100.0,nan,True,False,10000.0,402.5,,,,
fede_addition_760d2975d1c0,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,10,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12700.0,10600.0,100.0,100.0,0.44009944796562195,True,False,50000.0,1495.8,,,,legacy-backfilled
fede_addition_76956f1f6e08,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,789,5,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13400.0,11200.0,100.0,100.0,0.416973739862442,True,False,50000.0,1322.5,,,,legacy-backfilled
fede_addition_7754170f055a,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,456,10,50,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,25000.0,20000.0,99.95445609092712,100.0,0.42185404896736145,True,False,500000.0,2640.6,,,,legacy-backfilled
fede_addition_778289b0bacd,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,123,20,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,29800.0,23500.0,100.0,100.0,0.41698214411735535,True,False,100000.0,3537.6,,,,
fede_addition_77c95afe9fbb,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,1011,50,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13700.0,11600.0,100.0,100.0,0.48972630500793457,True,False,50000.0,4193.9,,,,legacy-backfilled
fede_addition_7c569d4c3a98,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,1011,10,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13600.0,11600.0,100.0,100.0,0.393698126077652,True,False,50000.0,1478.0,,,,legacy-backfilled
fede_addition_7da941d05ca7,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,456,50,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,16000.0,13400.0,100.0,100.0,0.3684062957763672,True,False,50000.0,4553.5,,,,legacy-backfilled
fede_addition_7dc2edc01c47,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,1011,50,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,15200.0,12700.0,100.0,100.0,0.36728376150131226,True,False,50000.0,4516.6,,,,legacy-backfilled
fede_addition_855253117263,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,20,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12700.0,10700.0,100.0,100.0,0.43513306975364685,True,False,50000.0,1975.4,,,,legacy-backfilled
fede_addition_8736741a7554,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,789,20,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,14100.0,11800.0,100.0,100.0,0.4160623848438263,True,False,50000.0,1989.5,,,,legacy-backfilled
fede_addition_8c5b06ffb19f,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,10,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13000.0,10900.0,100.0,100.0,0.4213506579399109,True,False,50000.0,1479.7,,,,legacy-backfilled
fede_addition_8f097d398ae5,federated,S2,adam_restart,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,10,50,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,77000.0,57.59033560752869,77.33681201934814,nan,False,True,100000.0,960.4,,,,
fede_addition_901976c40907,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,789,50,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13900.0,11500.0,100.0,100.0,0.4997004270553589,True,False,50000.0,4154.5,,,,legacy-backfilled
fede_addition_90512f55f8ec,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,1011,10,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13200.0,11200.0,100.0,100.0,0.4032522141933441,True,False,50000.0,1472.0,,,,legacy-backfilled
fede_addition_910c93265fb6,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,20,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13200.0,11100.0,100.0,100.0,0.40050557255744934,True,False,50000.0,1947.3,,,,legacy-backfilled
fede_addition_9153c297dcb5,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,20,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13600.0,11200.0,100.0,100.0,0.4031173288822174,True,False,50000.0,1978.0,,,,legacy-backfilled
fede_addition_9239e015000f,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,50,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,14600.0,12200.0,100.0,100.0,0.3722825348377228,True,False,50000.0,4504.1,,,,legacy-backfilled
fede_addition_9241a6080e97,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,123,50,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,43800.0,33500.0,100.0,100.0,0.38391610980033875,True,False,100000.0,8755.3,,,,
fede_addition_936a2a941320,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,50,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,14700.0,12300.0,100.0,100.0,0.374022513628006,True,False,50000.0,4523.8,,,,legacy-backfilled
fede_addition_946bd9f3c0b4,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,456,97,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,inf,98600.0,53.12455892562866,100.0,0.11585646867752075,False,True,100000.0,14850.8,,,,
fede_addition_9829ee5a93c1,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,789,20,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13500.0,11300.0,100.0,100.0,0.43904978036880493,True,False,50000.0,2097.7,,,,legacy-backfilled
fede_addition_9918d38c342f,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,456,20,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13500.0,11600.0,100.0,100.0,0.43463438749313354,True,False,50000.0,2128.7,,,,legacy-backfilled
fede_addition_9b191779485f,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,1011,20,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,31300.0,23100.0,100.0,100.0,0.4391869008541107,True,False,100000.0,3550.9,,,,
fede_addition_9f531d0bf383,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,1011,97,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,98500.0,67600.0,95.79141736030579,100.0,0.15860114991664886,True,False,100000.0,14913.8,,,,
fede_addition_9f55a395349e,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,1011,20,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13900.0,11800.0,100.0,100.0,0.3858886659145355,True,False,50000.0,1972.3,,,,legacy-backfilled
fede_addition_a12562502b63,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,456,10,1,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,inf,inf,17.200545966625214,100.0,0.0821409672498703,False,True,10000.0,1408.7,,,,legacy-backfilled
fede_addition_a18fa43531cb,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,5,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12700.0,10700.0,100.0,100.0,0.41959476470947266,True,False,50000.0,1301.6,,,,legacy-backfilled
fede_addition_a3f76631bc87,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,123,97,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,inf,94300.0,60.50729751586914,99.95747804641724,0.11884346604347229,False,True,100000.0,14722.1,,,,
fede_addition_a71a0ecc23f0,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,789,5,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13500.0,11300.0,100.0,100.0,0.40905672311782837,True,False,50000.0,1295.9,,,,legacy-backfilled
fede_addition_a74905d59c94,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,1011,97,5,20000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,77200.0,52000.0,99.95748996734619,100.0,0.2313038855791092,True,False,100000.0,14909.9,,,,
fede_addition_ab73796695fc,federated,S2,adam_restart,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,10,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,9100.0,8800.0,100.0,100.0,nan,True,False,10000.0,402.1,,,,
fede_addition_abfb00fc7280,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,789,10,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13500.0,11200.0,100.0,100.0,0.42093104124069214,True,False,50000.0,1475.5,,,,legacy-backfilled
fede_addition_acbc20768baf,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,1011,20,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13700.0,11700.0,100.0,100.0,0.3820209503173828,True,False,50000.0,1980.4,,,,legacy-backfilled
fede_addition_ade02d3bb380,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,789,97,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,inf,87600.0,71.09253406524658,100.0,0.12769946455955505,False,True,100000.0,14898.4,,,,
fede_addition_b2c52ff83cd5,federated,S2,fl_probe,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,456,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,inf,0.27967335190624,4.725848510861397,nan,False,True,10000.0,1095.9,,,,
fede_addition_b41653e784d6,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,10,50,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,23000.0,18000.0,99.98481869697571,100.0,0.4487968385219574,True,False,500000.0,2637.8,,,,legacy-backfilled
fede_addition_b45ee5e03791,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,5,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12800.0,10700.0,100.0,100.0,0.4125855267047882,True,False,50000.0,1298.9,,,,legacy-backfilled
fede_addition_b466327f82a5,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,5,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12600.0,10700.0,100.0,100.0,0.4289577603340149,True,False,50000.0,1300.9,,,,legacy-backfilled
fede_addition_b67599d801d7,federated,S2,grok_confirm_fl,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,5,5,4000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,10,0,10000,100,0.0,0.001,1.0,95.0,5250.0,4800.0,100.0,100.0,nan,True,False,20000.0,710.5,,,,
fede_addition_b6b1599e5c3a,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,10,1,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,inf,inf,34.11264717578888,100.0,0.09845897555351257,False,True,10000.0,1410.6,,,,legacy-backfilled
fede_addition_b717c4a15aa3,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,789,97,5,20000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,71000.0,50000.0,100.0,100.0,0.26703009009361267,True,False,100000.0,14774.6,,,,
fede_addition_bcf761ba6c8c,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,5,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12700.0,10700.0,100.0,100.0,0.4111339747905731,True,False,50000.0,1300.6,,,,legacy-backfilled
fede_addition_bf1f10ada621,federated,S2,fl_probe,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,inf,0.13424321077764034,3.6814622581005096,nan,False,True,10000.0,1083.9,,,,
fede_addition_c03d81b4eee6,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,456,50,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,51400.0,36700.0,100.0,100.0,0.37179797887802124,True,False,100000.0,8524.6,,,,
fede_addition_c0602c0e91e6,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,456,50,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,16000.0,13400.0,100.0,100.0,0.36260440945625305,True,False,50000.0,4497.0,,,,legacy-backfilled
fede_addition_c792ddacf588,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,456,5,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13600.0,11700.0,100.0,100.0,0.4054892659187317,True,False,50000.0,1298.5,,,,legacy-backfilled
fede_addition_c79fe3aad2a9,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,10,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12900.0,10800.0,100.0,100.0,0.4163386821746826,True,False,50000.0,1489.4,,,,legacy-backfilled
fede_addition_ce35b7e0fc30,federated,S2,fl_probe,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,456,50,5,2000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,inf,0.49222507514059544,2.6631854474544525,nan,False,True,10000.0,1083.4,,,,
fede_addition_d5d1dae0185f,federated,S2,adam_restart,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,10,50,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,13000.0,85.71428656578064,92.71540641784668,nan,False,True,100000.0,967.9,,,,
fede_addition_da2816f5b744,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,789,50,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,47800.0,34000.0,99.84412789344788,100.0,0.3241981267929077,True,False,100000.0,8490.7,,,,
fede_addition_dab22eaa41a8,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,1011,5,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13400.0,11400.0,100.0,100.0,0.39661020040512085,True,False,50000.0,1296.9,,,,legacy-backfilled
fede_addition_dfedc831c762,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,123,10,1,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,inf,inf,34.11264717578888,100.0,0.09845895320177078,False,True,10000.0,1434.1,,,,legacy-backfilled
fede_addition_e437ea6c9774,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,456,20,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,33100.0,25000.0,100.0,100.0,0.39622318744659424,True,False,100000.0,3552.1,,,,
fede_addition_e44f7ab49888,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,20,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13200.0,11200.0,100.0,100.0,0.40542805194854736,True,False,50000.0,2041.6,,,,legacy-backfilled
fede_addition_e6cd17a0cd62,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,10,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12900.0,10900.0,100.0,100.0,0.40716713666915894,True,False,50000.0,1488.2,,,,legacy-backfilled
fede_addition_e7ace97b6a0d,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,42,20,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,27300.0,22000.0,100.0,100.0,0.41464322805404663,True,False,100000.0,3517.4,,,,
fede_addition_e96f36250959,federated,S2,fl_probe,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,50,5,2000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,inf,0.3020472126081586,2.6892950758337975,nan,False,True,10000.0,1081.6,,,,
fede_addition_f083d7eaf996,federated,S2,adam_restart,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,456,10,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,5200.0,3200.0,98.72469305992126,99.94778037071228,nan,True,False,10000.0,406.6,False,0.01,True,
fede_addition_f25b91d22e6f,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,789,50,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,15700.0,12900.0,100.0,100.0,0.36984652280807495,True,False,50000.0,4502.1,,,,legacy-backfilled
fede_addition_f3a2c141261a,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,789,10,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13900.0,11600.0,100.0,100.0,0.4101319909095764,True,False,50000.0,1477.4,,,,legacy-backfilled
fede_addition_f50384feddb5,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,10,50,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,16000.0,13000.0,100.0,100.0,0.5356959104537964,True,False,500000.0,2644.6,,,,legacy-backfilled
fede_addition_f8fafa179030,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,42,50,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,40700.0,30200.0,100.0,100.0,0.3268188238143921,True,False,100000.0,8765.5,,,,
fede_addition_f96308a32512,federated,S2,fl_probe,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,10,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,8700.0,8100.0,100.0,100.0,nan,True,False,10000.0,402.9,,,,
fede_addition_fa7ecb9f1f94,federated,T2,boundary,boundary,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,,1.0,0,,,0.25,42,97,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,,,,50.0,0.0,95.0,95600.0,68800.0,96.96755409240723,100.0,0.16315871477127075,True,False,100000.0,14880.2,,,,
fede_addition_fcd37d73934b,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,1011,20,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,13300.0,11300.0,100.0,100.0,0.4117993116378784,True,False,50000.0,2041.8,,,,legacy-backfilled
fede_addition_fd6c8136f43a,federated,S2,fl_probe,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,10,5,2000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,8400.0,90.91621041297913,96.13577127456665,nan,False,True,10000.0,405.8,,,,
fede_addition_fdca7595de9a,federated,T1,probe,probe,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,42,10,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,12600.0,10700.0,100.0,100.0,0.4391968846321106,True,False,50000.0,1485.1,,,,legacy-backfilled
fede_addition_ff33789ca5a4,federated,S2,adam_restart,probe,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,10,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,inf,2.125517465174198,93.21148991584778,nan,False,True,10000.0,402.9,,,,
fede_addition_ffe1ac7edd38,federated,T2,k_fixed_total,phase,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.3,456,20,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,,0.001,20,,,,,50.0,0.0,,14100.0,12100.0,100.0,100.0,0.4039870500564575,True,False,50000.0,1971.9,,,,legacy-backfilled
fede_afbe511abddf,federated,S2,fl_probe,probe,C,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,456,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,inf,0.3750000149011612,1.9583333283662796,nan,False,True,10000.0,1138.1,,,,
fede_b4dc21f8cc3a,federated,S2,fl_probe,probe,E,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,4000,5000,0.5,123,10,5,2000,1.0,label_block,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,0.1,90.0,inf,2400.0,57.580000162124634,66.60000085830688,nan,False,True,10000.0,371.7,False,0.01,False,
fede_b5128f498787,federated,S2,fl_probe,probe,D,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,123,10,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,4500.0,3100.0,99.72222447395325,100.0,nan,True,False,10000.0,329.3,False,0.01,False,
fede_b7fac262f0ac,federated,S2,fl_probe,probe,C,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,42,50,5,2000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,inf,0.47222222201526165,1.3749999925494194,nan,False,True,10000.0,1142.3,,,,
fede_bb4b3d366dd0,federated,S2,fl_probe,probe,C,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,42,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,inf,0.4305555485188961,1.5555555932223797,nan,False,True,10000.0,1133.3,,,,
